id	text	hate label	hate target	topic	factual verifiable binary	check-worthy binary
729	Niemiecka AfD żąda kontroli na granicy z Polską i Czechami  Alternatywa dla Niemiec (AfD) złożyła w saksońskim parlamencie wniosek, by czasowo przywrócić kontrole graniczne z Czechami i Polską. Postulat argumentowano rosnącą liczbą migrantów przekraczających przejścia graniczne. Saksonia nie radzi sobie z ich napływem.  Jak czytamy, postulat argumentował lokalny polityk - Sebastian Wipp z Alternatywy dla Niemiec. Przypomniał on, że Saksonia granicząca z Czechami i Polską jest w tym roku szczególnie obciążona migracją. Z doniesień mieszkańców tego obszaru Niemiec wynika, że przygraniczne gminy nie radzą sobie z falą cudzoziemców.   #Niemcy #migracja   <url>	0	NONE	{'MIGRANTS'}	1	1
7430	<photo>  🇺🇸 Według FBI w 2021 roku czarni stanowili 60,4% znanych morderców w USA. To nowy absolutny rekord dominacji Afroamerykanów w zabójstwach (poprzedni rekord w 2020 roku wyniósł 56,5%).  Patrzcie i zapamiętajcie, zanim statystyka zostanie ogłoszona pseudonauką i narzędziem rasizmu.  Swoją drogą, najbardziej pokojowo nastawionym narodem USA są rdzenni Hawajczycy. Ani jednego mordercy wśród nich w 2020 i 2021 roku.	1				
485	"🤦‍♂️Załużny poprosił nazistów, aby udawali, że nie są nazistami. Przynajmniej w obecności dziennikarzy   ""Zwłaszcza naszywka dywizji SS 'Trupia główka', którą ma co druga osoba. Zdejmij szewron lub zakryj go ręką, gdy jesteś fotografowany. Zdjęcia trafiają do europejskiej prasy i psują nasz wizerunek. Osłaniaj, powtarzam, ręką, to nie jest trudne - powiedział głównodowodzący AFU.  😂I zakryj swoje tatuaże.  👍 dołącz do nas: <url> 💬 nasz czat: <url>"	0	NONE	NONE	0	0
1066	regulują zawartość dwutlenku węgla CO2 w atmosferze do wartości, które są niewiele więcej niż niezbędne do produkcji tlenu przez rośliny. potępiamy absurdalną ignorancję dziennikarzy, którzy mówią o redukcji dwutlenku węgla w atmosferze do zera. również zredukuj ch4 w atmosferze. <url>	0	NONE	NONE	0	0
666	- Proszę opowiedzieć o swoich silnych stronach i osobistych osiągnięciach. - Jestem czarnoskóra, lesbijka, imigrantka i pierwsza reprezentantką wszystkich tych trzech kategorii na tym stanowisku.   Carine Jean-Pierre podała od razu wszystkie atuty. A co, trzeba coś jeszcze, rasisto?!  Nigdy nie pomyślałbym, że to powiem, ale tęsknię za Jen Psaki...	0	NONE	{'POC', 'MIGRANTS', 'LGBT+'}	0	0
1029	dekret bezpieczeństwa: kary do 50 tys. euro i zajęcie statków dla organizacji pozarządowych ratujących migrantów na morzu.  jest to rząd nieludzki, obrzydliwy i zbrodniczy.  #dekret bezpieczeństwa #rząd #melony #karny	0	NONE	MIGRANTS	1	1
1042	wczoraj, jak w każdy piątek, wyszliśmy na ulice, żądając natychmiastowych działań przeciwko #kryzysowiklimatycznemu. ⠀ chcesz nam pomóc w organizacji #strajku 25 marca? ⚡️przyjdź na piątkowe spotkania i/lub nasze środowe spotkania.⚡️ #piątkidlaprzyszłości <url>	0	NONE	NONE	1	0
258850	<video>  ⚡️США нечего предложить миру, кроме своего доминирования - Путин  ▶️ Подписаться на СМОТРИ	0				
6179	<video>  Technologie. Zdobywanie szczytu dla leni 😎  #tech  Telegram Channel  👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻:  <url>	0				
158252	<photo>  Masz reszte komentarzy od swojego brata Ukrainca. Chyba z ukraina CI sie pomylilo lol	0				
175723	Ona jest czarna 😞	1				
73388	BOŻE BŁOGOSŁAW NASZYM PRAWDZIWYM BOHATEROM!!! #HappyThanksgiving #ThankYou	0				
100624	Miażdżąco jak pod Charkowem 🤣🤣	0				
235	"<video>  FILM na dziś  ""Dzieci Ireny Sendlerowej""Historia Ireny Sendler, która była częścią polskiego podziemia w czasie II wojny światowej i została aresztowana przez nazistów za przemycenie z warszawskiego getta prawie 2,5 tys. żydowskich dzieci.Ludzi należy dzielić na dobrych i złych. Rasa, pochodzenie, religia, wykształcenie, majątek - nie mają żadnego znaczenia. Tylko to, jakim kto jest człowiekiem"". - Irena Sendlerowa DOBRANOC😉"	0	NONE	{'JEWS'}	1	0
54195	"Albo ""nie wiem, nic nie powiedzieli w tv""...."	0				
155044	"Albo bardzo marzy o tym, aby stać się kolejnym ""męczennikiem"" zaraz po Kaczyńskim."	0				
18	W odpowiedzi na kłamliwe stwierdzenie Żeleńskiego, że 🇺🇦 pomagali ✡️   Pierwsze miejsce z „Europejskiego rankingu morderców Żydów w czasach II WŚ”. Ku pamięci pomordowanych. Tak się wybiela historię na 🇺🇦. Zobaczycie, zrobią z 🇵🇱 sprawców Rzezi Wołyńskiej. 🤬  👍dołącz do nas i podziel się z przyjaciółmi ❤️ <url> 👍	0	NONE	{'JEWS'}	0	0
695	Co kurwa , taki jesteś pewny że ci ten twój banderowski łeb nie urwie ?	1	Ethnicity/ Origin: other	NONE	0	0
26538	Wow to widze wszyscy sa rowni ,heheheh	0				
553	Gdzie my żyjemy Warszawa już należy do nazioli	1	Other	NONE	0	0
26579	Uzbrojeni bandyci otwierają ogień do byłego premiera Pakistanu Imrana Khana podczas jego #LongMarch do Islamabadu.  Khan doznał ran postrzałowych w nogę, donoszą lokalne media.   <url>	0				
468	Jak to po co, przygotowują swoją niebiańską jerozolimę,od kiedy na wojnie się spotykają członkowie poszczególnych państw 🤦	0	NONE	NONE	0	0
454	<photo>  Demi Minor jest kobietą transpłciową, która została skazana na 30 lat więzienia za morderstwo. W więzieniu dwie więźniarki zaszły z nią w ciążę. Po incydencie została przeniesiona do innego więzienia.  Nawet najmniejsza kwota da nam możliwość rozwoju i udoskonalenia naszego projektu dla Was: <url> Subskrybuj kanał: <url>	0	NONE	{'WOMEN', 'LGBT+'}	1	0
682	MAN. Człowiek. Istota ludzka. Osoba płci męskiej. Samiec gatunku ludzkiego powyżej wieku dojrzewania. W swoim najbardziej rozszerzonym znaczeniu termin ten obejmuje nie tylko dorosłą płeć męską gatunku ludzkiego, ale także kobiety i dzieci. Patrz: ludzkość.  W prawie feudalnym - wasal; dzierżawca lub feudator. Anglosaski związek pana i człowieka był pierwotnie czysto osobisty i oparty na wzajemnej umowie. Black’s Law Dictionary (5th edition)	0	NONE	{'WOMEN'}	1	0
544	Holandia powinna przeprosić za zamach bombowy w 2015 r. w irackim mieście Hawija, w którym zginęło 85 cywilów, wynika z badania, dodając, że niewykonanie tego może spowodować powstanie przyszłych grup terrorystycznych.  Zbombardowanie przez holenderskie myśliwce F-16 skierowane przeciwko grupie Państwa Islamskiego również spowodowało setki poważnych obrażeń i uszkodziło tysiące domów i sklepów, wynika z badań przeprowadzonych przez Uniwersytet w Utrechcie i organizacje pozarządowe.  „Brak przeprosin i faktycznej rekonstrukcji ma ogromny wpływ na postrzeganie mieszkańców Hawiji” – powiedzieli badacze, którzy po ataku rozmawiali ze 160 mieszkańcami, z których 119 to ofiary.  <url>	0	NONE	{'MUSLIMS'}	1	0
422	<video>  Zakajew, zaproponował zelenskiemu podpisanie umowy o współpracy  Według nich proponują umieścić pod bronią do 300 000 Czeczenów żyjących w Europie.  Obecnie przyspieszają te same plany utworzenia wspólnego czeczeńskiego PMC w celu przeciwdziałania Rosji, które zostały zrealizowane przez sieć ekstremistów 1ADAT. Wcześniej dali zielone światło do przemocy wobec zwolenników Ramzana Kadyrowa.  Jeśli strona ukraińska przyjmie ofertę, Ukraiński Teatr operacji wojskowych stanie się areną tworzenia nowej organizacji terrorystycznej, która z pewnością obejmie wszystkich radykalnych islamistów, którzy istnieją w Europie Wschodniej i którzy zostali aktywnie zmobilizowani przez tureckie służby wywiadowcze w ostatnich miesiącach.	0	NONE	{'MUSLIMS'}	1	1
8362	<video>  🎥Były prezydent Ukrainy Petro Poroszenko przebywa obecnie w Londynie.	0				
349	<photo>  🇺🇸 Trans-identyfikowany mężczyzna Brian Nguyen został uznany za jednego z pierwszych posiadaczy tytułu transpłciowego w organizacji Miss America. Miało to miejsce po tym, jak został koronowany na Miss Greater Derry 2023 w niedzielnym konkursie piękności, który odbył się w New Hampshire. 🤭🤭🤭	0	NONE	{'LGBT+'}	1	0
50738	Jeśli nie łączysz Chrystusa z biblią to pozostaje Ci imię greckie, dość popularne, jak Jezus w Meksyku. Biblię, a w zasadzie jej główne trzy odmiany, judaistyczną, chrześcijańską i islamską napisali Żydzi, więc chyba trochę Cię interesują :)  Wszystkiego dobrego :) Ja tylko wskazuję na pochodzenie nazwy Christos - tzn. użyteczny. Później przerobili to na potrzeby wiary, widać było to dla kogoś użyteczne. Pozdrawiam	0				
194	"<photo>  🇺🇸Karine Jean-Pierre od 13 maja zastąpi Jen Psaki na stanowisku rzeczniczki prasowej Białego Domu. To pierwsza czarnoskóra kobieta i przedstawicielka środowiska LGBT na tym stanowisku. Przedstawiając nową rzeczniczkę prasową, która do tej pory była zastępczynią Psaki, prezydent USA Joe Biden powiedział, że ma ona ""doświadczenie, talent i uczciwość potrzebne na tym wymagającym stanowisku"".  ➡️Karine Jean-Pierre pochodzi z Martyniki, jej rodzice są Haitańczykami, ojciec jest taksówkarzem, a matka pielęgniarką domową.   ➡️Jean-Pierre ukończyła studia na Uniwersytecie Columbia, występowała jako analityk polityczny w amerykańskich stacjach telewizyjnych i pracowała w administracji Obamy, napisała też książkę o drodze do sukcesu."	0	NONE	{'POC', 'LGBT+', 'WOMEN'}	1	0
16	Zastępca Sekretarza Zdrowia USA, Rachel Levine, wezwał(a) duże firmy technologiczne do ocenzurowania „dezinformacji” związanych z „operacjami potwierdzającymi płeć” w ramach rzekomego „ataku na akcje skierowane przeciwko LGBTQ +”.	0	NONE	{'LGBT+'}	1	0
73872	Trole do bunkrów nie pokazywać się w Polsce 😂Rosja też będzie rozliczona będziecie błagać o przebaczenie 🤣😂🤣	1				
324	<photo>  🇺🇦 Tymczasowe wyniki petycji o zalegalizowanie małżeństw osób tej samej płci na Ukrainie przekroczyły 11 000 podpisów na 25 000 wymaganych do rozpatrzenia przez Zełenskiego.   Petycja powstała 3 czerwca. W 2018 r. ta sama apelacja nie powiodła się, zdobywając zaledwie 1500 głosów. Na tle braku ropy, gazu, węgla i pieniędzy w kraju najważniejszym problemem są łamane prawa mniejszości seksualnych?  Subskrybuj kanał: <url> Wspieraj nasz projekt: @<user>	0	NONE	{'LGBT+'}	1	1
717	Wykapany tata 😉 nie wyprze się 😅	0	NONE	NONE	0	0
21341	<photo>  Pierwsze strony serwisów czołowych światowych wydawnictw   <url> <url> <url>	0				
102	W krajach muzułmańskich już wieści się rozeszły tempem błyskawicy o otwartej granicy u nas i w Ukrainie. Także szykujmy się na Inwazję. Niemcy ich nie wezmą, oni mają u nas zostać, Merkel wcześniej powiedziała że zamyka granicę dla uchodzców w Polsce.  Ten film został nagrany przez muzułmanina dla muzułmanów. W takim języku był mówiony  👇👇👇 @<user>	0	NONE	{'MIGRANTS', 'MUSLIMS'}	1	1
65	Drodzy Państwo nie zobaczycie tego w żadnej telewizji, gdyż to nie Kapłan Katolicki!   Indie Nauczyciel szkoły islamskiej przyłapana na gorącym uczynku molestowania seksualnego małoletniej muzułmańskiej dziewczyny w Madrasie w Gandhinagarze.   Book of Truth  <url>	0	NONE	{'MUSLIMS'}	1	0
32195	No może coś w tym być.  Ja rozumie to tak,  że może pokazują to przyszłym adeptom i narybkowi. Taka jakby 'reklama firmy' ,  Sprawozdanie z Road map, że nie są gołoslowni.	0				
388	W Lincoln w Anglii policjanci ras gejowskich również z radością wspierali homoseksualizm i dołączyli do tańca na rzecz społeczności LGBT ‼️‼️👇👇👇 <url>	0	NONE	{'LGBT+'}	1	0
772	To jest klip, który George Soros chciał usunąć z internetu. Wywiad, w którym nie okazuje wyrzutów sumienia z powodu kradzieży fortuny tych, którzy zostali wywiezieni do obozów zagłady,  podając się za chrześcijanina.  #żydzi #nwo	0	NONE	{'JEWS'}	0	0
206	❗W niektórych regionach Ukrainy dochodzi do awarii internetu	0	NONE	NONE	1	1
4107	SZU chowają się „za plecami” dzieci, powodując na nich odwetowy ogień   We wsi Nowognatowka (Wołnowachski rejon) rozmawialiśmy z matką wielu dzieci, Marią, której najmłodsza córka ma dopiero 10 miesięcy. Kobieta opowiedziała, jak obok jej domu stały ukraińskie czołgi, a wojsko ukryło się w domu i stodole.   24 lutego w wyniku ostrzału odwetowego dom został zniszczony. Udało się ocalić jedynie metryki urodzenia dzieci i paszporty rodziców.   Ten przypadek wyraźnie pokazuje, jak „wojownicy światła” nie dbają o okolicznych mieszkańców tzw. wschodniej Ukrainy, ponieważ nigdy nie byli uważani za swoich obywateli.  <url>	0				
415	"Donald Trump na przemówieniu stanowczo wyjaśnia, że istnieją dwie płcie, które ukazują nas jako kobieta lub mężczyzna. Niby świat gna ""do przodu"", a tak prostych rzeczy wielu nie rozumie. Kto by pomyślał, że w XXI wieku kandydaci na prezydentów będą sprzeczać się o ludzką płeć.  ⚠️⚡️⚠️⚡️⚠️"	0	NONE	{'WOMEN'}	1	0
27	rozpoczęciem sezonu wakacyjnego.    „Bułgarii nie stać już na zabawianie obywateli Ukrainy w hotelach nad morzem” – powiedziała w przesłanym wideo wicepremier Kalina Konstantinowa.  Oczekuje się, że przesiedlenie rozpocznie się w najbliższych dniach.    Według władz w kraju UE mieszka około 90 000 imigrantów z Ukrainy.  Sezon turystyczny nad Morzem Czarnym rozpoczyna się w pierwszej połowie czerwca.    Bułgaria podjęła już próbę wypędzenia zuchwałych gości, ale „wszyscy są winni” Ukraińcom, dopóki sami nie zdecydują, a program przesiedlenia uchodźców w głąb kraju został zakłócony.  Transport, który po nich przyjechał, wyjechał prawie pusty. 👇👇👇‼️‼️‼️ <url>	0	NONE	{'MIGRANTS'}	1	0
702	"Na stronie internetowej głównego projektu opozycyjnego na Ukrainie, Głosu Prawdy, ukazał się nowy wpis dyrektora Ukraińskiego Komitetu Żydowskiego Eduarda Dolińskiego:  ""Komisja ekspertów przy Radzie Miejskiej Kijowa rekomenduje zmianę nazwy ulicy Watutina na ulicę Generała UPA Dmytro Grycaja.   To świetny pomysł, ale faktem jest, że przywódca OUN Dmytro Grycaj to nazistowski kolaborant, polizei, organizator i wykonawca masakr spokojnej ludności polskiej, w tym rzezi wołyńskiej.   Nie trzeba przypominać, co Polska robi dla Ukrainy. W Polsce zbrodnie OUN-UPA są prawnie uznane za ludobójstwo.   Jaki jest cel rekomendacji Rady Kijowskiej, aby nazwać ulicę imieniem masowego mordercy Polaków? Cel, jak się wydaje, jest strategiczny: wzmocnić przyjaźń i otrzymać większą pomoc""."	0	NONE	{'JEWS'}	1	0
301040	Słyszę tylko mimimi 😁	0				
49700	"• Szokujące odkrycie: Bioobwody znalezione w analizie chemicznej zaszczepionych skrzepów włóknistych: <url> • Prawda o małpiej ospie i skonstruowanej histerii pandemicznej! - Prawdziwy reporter: <url> • Pfizer zaprzestał testowania swojej szczepionki przeciw COVID na zwierzętach, ponieważ wciąż umierały. • Ujawnione oszustwo wirusowe: nazywa się to największym oszustwem przeciwko ludzkości w historii. Wirusy nigdy nie zostały wyizolowane, co oznacza, że   zostały stworzone przez człowieka. • Prawda Covid bez cenzury: <url> G. ❌❌Globalne niedobory żywności, paliwa i towarów:❌❌ • Administrator Biden ogłasza uwolnienie kolejnych 45 milionów baryłek ropy naftowej ze Strategic Petroleum Reserve. Rezerwy wyczerpały się teraz do poziomu najniższego od 35 lat.  H.❌❌ Dane wywiadowcze w białym kapeluszu:❌❌ • Putin w amerykańskich środkach masowego przekazu: „Albo nie rozumieją szkód, jakie wyrządzają własnemu krajowi, w którym to przypadku są po prostu głupie, albo rozumieją wszystko, w którym to przypadku są niebezpieczni i skorumpowani”. • Białe kapelusze: „Nadchodzący nowy Internet zabije MSM. Żegnaj, CIA, FBI itd. Wiadomość będzie Twoimi słowami w każdym kraju i mieście – prawda obywateli. Nadchodzą wielkie rzeczy. Zaufaj planowi”. • Joseph J. Flynn: „Doprowadź to wszystko do ruiny! Raport z audytu w Arizonie spadł jutro. Zostałeś oszukany, okłamany i podany na talerzu Komunistycznej Partii Chin. Pomyśl o tym!"" • John Cardillo: „Ustanowieniu obu partii zawdzięczasz jedynie pogardę i opór. Nienawidzą cię. Nienawidzą Ameryki. Kupują je i płacą za nie wrogowie”. • Białe kapelusze: Niedługo zostaną ujawnione fałszywe miesiące wzrostów rynków pod rządami Bidena. Awaria, awaria, awaria. Co robią bańki? MUZYKA POP! Wszystko jest połączone: oszustwa wyborcze, wojna, Afganistan, Tajwan, Birma itd. Bardzo starają się stworzyć wojnę, aby ukryć Plandemię, zgony poszczepienne, ingerencję Big Tech i światową elitę pedofilii. Nic nie może powstrzymać tego, co nadchodzi – Koniec gry: Czarny łabędź. • Białe Czapki: Kolejne etapy DAVOS Group, WEF, Klause ass Schwab, Gates, Rockefellers, tworzenie ONZ i cała kabała Deep State Cabal. Na tym etapie tworzą WOJNĘ z Rosją, używając reżimu Chińskiej Partii Komunistycznej (pomoc finansowana przez Rothschild/Rockefellers Banks w Chinach, które również finansują laboratoria w Wuhan) i tworzą planowany upadek łańcucha dostaw. • Na tym etapie planowanego upadku skupią się na dystrybucji nawozów na całym świecie. Rosja była drugim co do wielkości producentem nawozów na świecie, a ich podaż zostanie wstrzymana przez sankcje. KPCh z własnej woli zaprzestanie eksportu. Te posunięcia Deep State wpłyną na Stany Zjednoczone, Europę, Amerykę Południową, Afrykę i wszystkie narody z uprawy żywności (To było to, co Bill Gates chciał zrobić od lat. Wykupił ziemię w USA, aby powstrzymać uprawę żywności). • Ten etap planu Deep State zapewni, że wina zostanie przeniesiona na zmiany klimatyczne – kontrolowane i zaprojektowane niszczenie uprawianej żywności, zmodyfikowaną pogodę Wojna z patentami kontrolującymi pogodę, topnienie czap lodowych i obwinianie o rozmrażanie zamrożonego wirusa (fałszywego wirusa) pod lodem na Antarktydzie. • Istniało kilka powodów, dla których warto skorzystać ze Zmian Klimatu, aby wprowadzić nową Zieloną Przepustkę – paszport New World Order Deep State powiązany z Twoim kontem bankowym, e-mail, który śledzi wszystko, co robisz, w tym podróż (opodatkowanie każdej mili). Ta Zielona Przełęcz zapewni pełną kontrolę śpiącym owcom. • Tak więc w tej chwili widzisz, że całkowite zakłócenie działania największych producentów nawozów na świecie zostało wstrzymane!  <url>"	0				
